sentence_id,sentence_text,target_span,entity_type,source,dep,dep_gloss,governing_verb
s00586,"All the earth and air With thy voice is loud, As, when night is bare, From one lonely cloud The moon rains out her beams, and Heaven is overflowed.",air,WEATHER,gold,conj,Conjoined Element (shares role with another entity),earth
s00586,"All the earth and air With thy voice is loud, As, when night is bare, From one lonely cloud The moon rains out her beams, and Heaven is overflowed.",night,WEATHER,gold,nsubj,Active Subject (doing the action),be
s00586,"All the earth and air With thy voice is loud, As, when night is bare, From one lonely cloud The moon rains out her beams, and Heaven is overflowed.",cloud,WEATHER,gold,pobj,Object of Preposition,from
s00586,"All the earth and air With thy voice is loud, As, when night is bare, From one lonely cloud The moon rains out her beams, and Heaven is overflowed.",moon,WEATHER,gold,nsubj,Active Subject (doing the action),rain
s00586,"All the earth and air With thy voice is loud, As, when night is bare, From one lonely cloud The moon rains out her beams, and Heaven is overflowed.",beams,WEATHER,gold,dobj,Direct Object (action done to it),rain
s00586,"All the earth and air With thy voice is loud, As, when night is bare, From one lonely cloud The moon rains out her beams, and Heaven is overflowed.",Heaven,WEATHER,gold,nsubjpass,Passive Subject (action done to it),overflow
s00124,"In these my early strength exulted; or To follow through the night the moving moon,70 The stars and their development; or catch The dazzling lightnings till my eyes grew dim; Or to look, list'ning, on the scattered leaves, While Autumn winds were at their evening song.",night,WEATHER,gold,pobj,Object of Preposition,through
s00124,"In these my early strength exulted; or To follow through the night the moving moon,70 The stars and their development; or catch The dazzling lightnings till my eyes grew dim; Or to look, list'ning, on the scattered leaves, While Autumn winds were at their evening song.",moon,WEATHER,gold,punct,Other (punct),follow
s00124,"In these my early strength exulted; or To follow through the night the moving moon,70 The stars and their development; or catch The dazzling lightnings till my eyes grew dim; Or to look, list'ning, on the scattered leaves, While Autumn winds were at their evening song.",stars,WEATHER,gold,dobj,Direct Object (action done to it),follow
s00124,"In these my early strength exulted; or To follow through the night the moving moon,70 The stars and their development; or catch The dazzling lightnings till my eyes grew dim; Or to look, list'ning, on the scattered leaves, While Autumn winds were at their evening song.",lightnings,WEATHER,gold,dobj,Direct Object (action done to it),catch
s00124,"In these my early strength exulted; or To follow through the night the moving moon,70 The stars and their development; or catch The dazzling lightnings till my eyes grew dim; Or to look, list'ning, on the scattered leaves, While Autumn winds were at their evening song.",leaves,FLORA,gold,pobj,Object of Preposition,on
s00124,"In these my early strength exulted; or To follow through the night the moving moon,70 The stars and their development; or catch The dazzling lightnings till my eyes grew dim; Or to look, list'ning, on the scattered leaves, While Autumn winds were at their evening song.",winds,WEATHER,gold,nsubj,Active Subject (doing the action),be
s00541,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",darkness,WEATHER,gold,pobj,Object of Preposition,in
s00541,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",nights,WEATHER,gold,pobj,Object of Preposition,of
s00541,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",day,WEATHER,gold,pobj,Object of Preposition,of
s00541,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",snows,WEATHER,gold,nsubj,Active Subject (doing the action),descend
s00541,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",Mountain,LANDSCAPE,gold,pobj,Object of Preposition,upon
s00541,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",flakes,WEATHER,gold,nsubj,Active Subject (doing the action),burn
s00541,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",sun,WEATHER,gold,pobj,Object of Preposition,in
s00541,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",star-beams,WEATHER,gold,nsubj,Active Subject (doing the action),dart
s00541,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",Winds,WEATHER,gold,nsubj,Active Subject (doing the action),contend
s00541,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",snow,WEATHER,gold,dobj,Direct Object (action done to it),heap
s00541,"In the calm darkness of the moonless nights, In the lone glare of day, the snows descend Upon that Mountain; none beholds them there, Nor when the flakes burn in the sinking sun, Or the star-beams dart through them:—Winds contend Silently there, and heap the snow with breath Rapid and strong, but silently!",breath,WEATHER,gold,pobj,Object of Preposition,with
s00178,"They congregated round me; the unstained snowy mountain-top, the glittering pinnacle, the pine woods, and ragged bare ravine, the eagle, soaring amidst the clouds—they all gathered round me and bade me be at peace.",mountain-top,LANDSCAPE,gold,dep,Other (dep),gather
