sentence_id,author,work,sentence_text,n_candidates,candidate_words,candidate_entity_types,band
s00550,Percy Shelley,Ode to the West Wind,"If I were a dead leaf thou mightest bear; If I were a swift cloud to fly with thee; A wave to pant beneath thy power, and share The impulse of thy strength, only less free Than thou, O uncontrollable!",3,bear; cloud; wave,FAUNA; WEATHER,band_3plus
s00551,Percy Shelley,Ode to the West Wind,"If even I were as in my boyhood, and could be The comrade of thy wanderings over Heaven, As then, when to outstrip thy skiey speed Scarce seemed a vision; I would ne’er have striven As thus with thee in prayer in my sore need.",0,,,band_0
s00552,Percy Shelley,Ode to the West Wind,"Oh, lift me as a wave, a leaf, a cloud!",2,cloud; wave,WEATHER,band_2
s00553,Percy Shelley,Ode to the West Wind,I fall upon the thorns of life!,0,,,band_0
s00554,Percy Shelley,Ode to the West Wind,"A heavy weight of hours has chained and bowed One too like thee: tameless, and swift, and proud.",0,,,band_0
s00555,Percy Shelley,Ode to the West Wind,"Make me thy lyre, even as the forest is: What if my leaves are falling like its own!",0,,,band_0
s00556,Percy Shelley,Ode to the West Wind,"The tumult of thy mighty harmonies Will take from both a deep, autumnal tone, Sweet though in sadness.",0,,,band_0
s00557,Percy Shelley,Ode to the West Wind,"Be thou, Spirit fierce, My spirit!",0,,,band_0
s00558,Percy Shelley,Ode to the West Wind,"Be thou me, impetuous one!",0,,,band_0
s00559,Percy Shelley,Ode to the West Wind,Drive my dead thoughts over the universe Like withered leaves to quicken a new birth!,0,,,band_0
s00560,Percy Shelley,Ode to the West Wind,"And, by the incantation of this verse, Scatter, as from an unextinguished hearth Ashes and sparks, my words among mankind!",0,,,band_0
s00561,Percy Shelley,Ode to the West Wind,Be through my lips to unawakened earth The trumpet of a prophecy!,0,,,band_0
s00562,Percy Shelley,Ode to the West Wind,"O, Wind, If Winter comes, can Spring be far behind?",2,spring; wind,LANDSCAPE; WEATHER,band_2
s00563,Percy Shelley,The Cloud,"I bring fresh showers for the thirsting flowers, From the seas and the streams; I bear light shade for the leaves when laid In their noonday dreams.",4,flower; sea; shower; stream,FLORA; LANDSCAPE; WEATHER,band_3plus
s00564,Percy Shelley,The Cloud,"From my wings are shaken the dews that waken The sweet buds every one, When rocked to rest on their mother’s breast, As she dances about the sun.",2,dew; sun,WEATHER,band_2
s00565,Percy Shelley,The Cloud,"I wield the flail of the lashing hail, And whiten the green plains under, And then again I dissolve it in rain, And laugh as I pass in thunder.",2,hail; rain,WEATHER,band_2
s00566,Percy Shelley,The Cloud,"I sift the snow on the mountains below, And their great pines groan aghast; And all the night ’tis my pillow white, While I sleep in the arms of the blast.",4,blast; mountain; pine; snow,FLORA; LANDSCAPE; WEATHER,band_3plus
s00567,Percy Shelley,The Cloud,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",7,cavern; crag; hill; lightning; ocean; rill; sea,LANDSCAPE; WEATHER,band_3plus
s00568,Percy Shelley,The Cloud,"Over the lakes and the plains, Wherever he dream, under mountain or stream, The Spirit he loves remains; And I all the while bask in Heaven’s blue smile, Whilst he is dissolving in rains.",4,lake; mountain; rain; stream,LANDSCAPE; WEATHER,band_3plus
s00569,Percy Shelley,The Cloud,"The sanguine Sunrise, with his meteor eyes, And his burning plumes outspread, Leaps on the back of my sailing rack, When the morning star shines dead; As on the jag of a mountain crag, Which an earthquake rocks and swings, An eagle alit one moment may sit In the light of its golden wings.",6,crag; eagle; morning star; mountain; star; sunrise,FAUNA; LANDSCAPE; WEATHER,band_3plus
s00570,Percy Shelley,The Cloud,"And when Sunset may breathe, from the lit sea beneath, Its ardours of rest and of love, And the crimson pall of eve may fall From the depth of Heaven above.",2,sea; sunset,LANDSCAPE; WEATHER,band_2
s00571,Percy Shelley,The Cloud,"With wings folded I rest, on mine aery nest, As still as a brooding dove.",1,dove,FAUNA,band_1
s00572,Percy Shelley,The Cloud,"That orbed maiden with white fire laden, Whom mortals call the Moon, Glides glimmering o’er my fleece-like floor, By the midnight breezes strewn; And wherever the beat of her unseen feet, Which only the angels hear, May have broken the woof of my tent’s thin roof.",2,breeze; moon,WEATHER,band_2
s00573,Percy Shelley,The Cloud,"The stars peep behind her and peer; And I laugh to see them whirl and flee, Like a swarm of golden bees.",2,bee; star,FAUNA; WEATHER,band_2
s00574,Percy Shelley,The Cloud,"When I widen the rent in my wind-built tent, Till the calm rivers, lakes, and seas, Like strips of the sky fallen through me on high, Are each paved with the moon and these.",5,lake; moon; river; sea; wind,LANDSCAPE; WEATHER,band_3plus
s00575,Percy Shelley,The Cloud,"I bind the Sun’s throne with a burning zone, And the Moon’s with a girdle of pearl; The volcanoes are dim, and the stars reel and swim, When the whirlwinds my banner unfurl.",5,moon; star; sun; volcano; whirlwind,LANDSCAPE; WEATHER,band_3plus
s00576,Percy Shelley,The Cloud,"From cape to cape, with a bridge-like shape, Over a torrent sea, Sunbeam-proof, I hand like a roof,— The mountains its columns be.",2,mountain; sea,LANDSCAPE,band_2
s00577,Percy Shelley,The Cloud,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",3,air; hurricane; snow,WEATHER,band_3plus
s00578,Percy Shelley,The Cloud,"I am the daughter of Earth and Water, And the nursling of the Sky; I pass through the pores of the ocean and shores; I change, but I cannot die.",3,ocean; shore; water,LANDSCAPE,band_3plus
s00579,Percy Shelley,The Cloud,"For after the rain when with never a stain The pavilion of Heaven is bare, And the winds and sunbeams with their convex gleams Build up the blue dome of air, I silently laugh at my own cenotaph, And out of the caverns of rain, Like a child from the womb, like a ghost from the tomb, I arise and unbuild it again.",5,air; cavern; rain; wind,LANDSCAPE; WEATHER,band_3plus
s00580,Percy Shelley,To a Skylark,"Hail to thee, blithe Spirit!",1,hail,WEATHER,band_1
s00581,Percy Shelley,To a Skylark,"Bird thou never wert, That from Heaven, or near it, Pourest thy full heart In profuse strains of unpremeditated art.",1,bird,FAUNA,band_1
s00582,Percy Shelley,To a Skylark,"Higher still and higher From the earth thou springest Like a cloud of fire; The blue deep thou wingest, And singing still dost soar, and soaring ever singest.",1,cloud,WEATHER,band_1
s00583,Percy Shelley,To a Skylark,"In the golden lightning Of the sunken sun, O’er which clouds are bright’ning.",3,cloud; lightning; sun,WEATHER,band_3plus
s00584,Percy Shelley,To a Skylark,Thou dost float and run; Like an unbodied joy whose race is just begun.,0,,,band_0
s00585,Percy Shelley,To a Skylark,"The pale purple even Melts around thy flight; Like a star of Heaven, In the broad daylight Thou art unseen, but yet I hear thy shrill delight, Keen as are the arrows Of that silver sphere, Whose intense lamp narrows In the white dawn clear Until we hardly see—we feel that it is there.",1,star,WEATHER,band_1
s00586,Percy Shelley,To a Skylark,"All the earth and air With thy voice is loud, As, when night is bare, From one lonely cloud The moon rains out her beams, and Heaven is overflowed.",3,air; cloud; moon,WEATHER,band_3plus
s00587,Percy Shelley,To a Skylark,What thou art we know not; What is most like thee?,0,,,band_0
s00588,Percy Shelley,To a Skylark,From rainbow clouds there flow not Drops so bright to see As from thy presence showers a rain of melody.,4,cloud; drop; rain; shower,LANDSCAPE; WEATHER,band_3plus
s00589,Percy Shelley,To a Skylark,"Like a Poet hidden In the light of thought, Singing hymns unbidden, Till the world is wrought To sympathy with hopes and fears it heeded not: Like a high-born maiden In a palace-tower, Soothing her love-laden Soul in secret hour With music sweet as love, which overflows her bower: Like a glow-worm golden In a dell of dew, Scattering unbeholden Its aereal hue Among the flowers and grass, which screen it from the view!",5,dell; dew; flower; grass; worm,FAUNA; FLORA; LANDSCAPE; WEATHER,band_3plus
s00590,Percy Shelley,To a Skylark,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",7,bird; flower; grass; rain; rose; shower; wind,FAUNA; FLORA; WEATHER,band_3plus
s00591,Percy Shelley,To a Skylark,"Chorus Hymeneal, Or triumphal chant, Matched with thine would be all But an empty vaunt, A thing wherein we feel there is some hidden want.",0,,,band_0
s00592,Percy Shelley,To a Skylark,What objects are the fountains Of thy happy strain?,1,fountain,LANDSCAPE,band_1
s00593,Percy Shelley,To a Skylark,"What fields, or waves, or mountains?",2,mountain; wave,LANDSCAPE; WEATHER,band_2
s00594,Percy Shelley,To a Skylark,What shapes of sky or plain?,0,,,band_0
s00595,Percy Shelley,To a Skylark,What love of thine own kind?,0,,,band_0
s00596,Percy Shelley,To a Skylark,what ignorance of pain?,0,,,band_0
s00597,Percy Shelley,To a Skylark,With thy clear keen joyance Languor cannot be: Shadow of annoyance Never came near thee:,0,,,band_0
s00598,Percy Shelley,To a Skylark,Thou lovest—but ne’er knew love’s sad satiety.,0,,,band_0
s00599,Percy Shelley,To a Skylark,"Waking or asleep, Thou of death must deem Things more true and deep Than we mortals dream, Or how could thy notes flow in such a crystal stream?",1,stream,LANDSCAPE,band_1
s00600,Percy Shelley,To a Skylark,"We look before and after, And pine for what is not: Our sincerest laughter With some pain is fraught; Our sweetest songs are those that tell of saddest thought.",1,pine,FLORA,band_1
s00601,Percy Shelley,To a Skylark,"Yet if we could scorn Hate, and pride, and fear; If we were things born Not to shed a tear, I know not how thy joy we ever should come near.",0,,,band_0
s00602,Percy Shelley,To a Skylark,"Better than all measures Of delightful sound, Better than all treasures That in books are found, Thy skill to poet were, thou scorner of the ground!",0,,,band_0
s00603,Percy Shelley,To a Skylark,"Teach me half the gladness That thy brain must know, Such harmonious madness From my lips would flow The world should listen then—as I am listening now.",0,,,band_0
s00604,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"It is an ancient Mariner, And he stoppeth one of three.",0,,,band_0
